num_lectures,price,days_since_published,content_duration
43,95,3208,7.0
41,95,2419,2.5
95,50,2603,5.0
241,180,3025,17.5
9,50,1942,1.5
53,200,2000,2.0
11,95,2665,1.0
310,145,3434,34.0
37,180,2197,4.5
38,20,2973,2.0
25,0,2571,5.0
44,95,1999,8.5
21,50,3148,3.0
27,60,2073,2.0
13,20,2634,2.0
20,50,3148,3.5
197,120,3991,27.5
37,20,2317,1.5
22,65,2232,1.5
14,20,2844,1.0
12,95,3423,0.5833333333333334
5,20,3359,1.0
68,195,2714,10.0
97,20,2366,7.0
20,200,3334,1.5
16,45,2293,1.5
10,100,2029,0.7166666666666667
25,45,2894,2.5
31,20,2009,7.5
14,50,3295,0.6833333333333333
74,60,2456,2.0
14,20,2655,1.0
316,195,2349,51.0
52,200,2061,3.0
29,20,2983,3.5
22,0,2963,2.5
38,40,2665,5.0
144,195,2588,20.0
9,100,1936,1.0
12,0,2540,1.0
18,195,2208,2.5
25,20,2244,3.0
17,25,2004,1.5
13,35,3372,1.0
15,200,2505,1.0
14,0,2524,1.0
120,40,2271,19.0
40,85,2869,3.5
19,30,2085,2.0
7,60,1978,0.5833333333333334
35,20,2829,4.0
46,200,2540,9.5
20,35,2548,3.0
53,85,3461,5.0
14,90,2138,1.0
23,20,1999,2.0
65,60,2042,5.0
13,20,2230,1.0
19,50,3149,0.6833333333333333
27,75,2650,3.0
34,200,2873,4.5
30,20,3191,3.5
7,95,3342,0.5166666666666666
50,50,2594,4.0
26,20,2288,3.5
21,20,2334,2.0
24,200,2433,3.0
11,0,2099,0.6
20,115,2338,1.5
59,195,2463,7.5
28,20,2232,1.0
48,20,1965,4.5
36,120,2743,4.0
138,200,2032,25.5
121,100,2019,11.0
43,120,3345,4.0
22,50,3089,2.5
27,0,2299,1.0
22,0,2018,1.5
16,20,2480,1.5
125,100,2613,10.5
48,0,2000,4.5
88,75,2775,9.0
17,40,2972,2.5
9,30,2224,1.0
69,20,2417,4.0
81,30,2658,7.0
18,30,2012,1.5
6,50,2628,1.0
32,20,2574,3.0
17,40,2445,0.7166666666666667
11,60,3512,1.5
59,20,3187,12.0
27,20,2518,1.0
10,20,2508,0.7
65,150,2217,5.0
23,20,2824,1.0
20,40,2262,1.5
22,20,3376,1.5
9,100,2193,0.6166666666666667
39,95,2098,4.5
40,200,1973,8.5
25,95,2896,4.5
28,20,2362,2.5
106,185,2188,9.5
33,50,1994,3.5
65,75,2755,4.5
13,145,1955,1.0
23,90,2579,1.5
79,150,2097,9.0
22,20,2485,2.0
24,90,2028,1.5
16,0,2095,1.5
13,180,2112,0.5333333333333333
10,50,3425,1.0
13,20,2966,1.0
8,20,2113,1.0
47,200,2212,4.0
10,20,2056,0.65
544,200,2656,46.5
21,20,2301,1.0
12,50,2433,1.0
9,0,2477,1.0
26,35,3057,2.0
177,200,2547,16.5
25,20,2642,6.0
16,50,2666,1.0
49,120,3294,7.0
36,40,2649,2.0
97,50,2852,7.0
60,75,2637,5.5
6,0,2105,0.5
93,120,2327,9.0
66,195,2154,3.0
39,30,2539,6.5
23,0,3130,4.5
15,0,3224,1.5
24,30,2420,5.5
13,20,2568,2.0
46,40,2316,4.5
14,20,1952,1.0
61,95,2573,6.0
26,50,2129,2.0
70,30,2139,9.0
39,195,2007,2.5
106,50,2747,8.0
18,200,3065,2.0
13,40,2440,1.0
47,20,2439,3.5
41,50,2665,3.0
29,50,2664,2.0
53,50,2526,7.0
8,45,2072,0.5666666666666667
29,40,2537,1.5
12,20,2644,1.5
37,195,1995,4.0
7,20,2543,0.6666666666666666
11,25,2900,1.0
12,20,2047,0.7166666666666667
9,20,2131,0.6
62,80,2313,9.0
25,65,2055,1.0
6,20,1998,0.6
37,50,2326,2.5
10,0,3177,2.0
10,20,3237,1.0
36,100,2443,3.0
7,20,2903,1.0
37,150,2111,3.0
40,50,3468,3.0
25,45,3452,2.0
83,20,2355,3.5
36,40,2436,2.0
16,150,2558,1.5
18,0,1942,1.0
19,30,2662,0.55
49,100,2427,3.5
10,20,2561,0.6
18,0,2258,1.5
21,145,2197,3.0
29,0,2831,1.0
23,20,2517,1.5
12,120,2148,0.6
32,80,2073,3.0
32,35,2694,2.0
29,40,2181,1.5
24,0,3240,4.5
34,200,2267,2.5
6,25,2286,0.5833333333333334
131,200,3101,15.5
7,0,2261,0.5
15,20,2524,1.0
17,20,2901,2.5
52,145,2839,3.5
93,50,3618,9.5
25,50,2322,5.5
8,20,2234,1.5
74,60,2799,13.5
24,195,2551,1.5
49,35,2258,5.0
9,30,3239,3.0
18,45,1994,3.5
46,45,2071,3.5
31,100,2737,3.0
5,0,2442,1.0
35,140,2211,2.0
90,20,3078,9.0
30,35,2068,2.0
24,40,2434,1.5
62,60,2424,5.0
10,40,2792,2.0
11,40,2751,1.5
284,50,2362,31.5
107,120,2035,6.0
15,20,2803,1.5
42,0,2229,2.5
11,35,2443,1.5
166,20,2711,10.5
12,20,2298,1.0
9,20,2768,1.5
21,20,3167,2.0
97,150,2138,11.0
29,195,2050,2.5
34,40,2737,4.0
12,20,2048,1.0
35,95,2391,2.5
16,200,2697,0.5666666666666667
21,35,2775,2.5
11,150,2231,3.0
21,30,2299,2.5
11,25,2435,2.0
16,45,2026,1.5
274,75,2054,39.0
12,20,2993,0.5333333333333333
34,95,2779,3.0
29,30,3044,1.5
21,75,2231,2.5
14,50,2106,0.5
67,195,2207,10.0
35,105,2620,5.0
20,75,2543,2.5
63,25,2400,6.0
185,30,2088,6.5
52,100,2809,2.0
21,200,2538,2.5
36,0,2063,2.5
45,100,2141,7.0
35,20,2855,4.0
69,50,2169,1.5
10,20,2803,2.0
6,20,3153,1.5
20,200,2643,2.5
29,60,2849,1.5
27,75,2701,2.5
20,200,2208,1.0
26,20,2238,3.5
59,20,3017,7.0
22,50,2001,4.5
14,0,1993,3.0
8,40,2028,0.7
69,20,2998,3.0
17,20,2955,1.0
26,20,2152,2.5
17,20,3850,2.0
5,20,2424,0.5166666666666666
19,30,3190,3.0
18,0,2060,0.5666666666666667
22,60,2456,2.0
8,20,2119,2.0
8,65,2470,1.0
44,45,2924,5.0
119,50,2908,8.5
85,115,2126,10.5
11,20,2000,0.6
61,165,2816,8.0
13,0,2293,0.5166666666666666
7,35,2217,0.7
30,20,2428,5.0
20,30,2021,3.0
23,25,2032,2.0
23,200,1986,2.5
12,25,2240,1.0
47,95,3107,4.5
14,25,2001,2.0
36,95,2776,3.5
71,20,2460,6.0
30,195,2490,4.0
15,45,2445,2.5
13,90,2104,1.5
60,0,2581,4.5
41,20,3350,3.0
15,0,2223,1.5
207,60,2159,33.0
15,30,2826,1.5
27,50,3518,5.0
26,0,2393,3.5
10,20,2580,1.0
97,20,2088,9.0
28,50,2004,3.0
9,20,2866,0.5166666666666666
28,100,2245,2.5
32,20,2746,6.0
8,0,2625,0.6666666666666666
11,0,2040,0.55
12,45,3040,2.0
46,50,2546,3.5
123,20,2614,16.0
7,25,2774,1.0
37,50,2293,7.0
11,200,1987,1.0
28,75,3362,3.0
26,50,2916,2.5
13,0,2180,1.5
9,0,3041,2.0
29,200,2083,2.5
27,75,2551,2.5
444,150,2424,45.0
16,200,2103,1.0
46,195,2490,4.0
34,125,2292,3.5
45,0,3018,6.5
25,20,2667,1.0
29,70,2264,4.0
38,50,2406,8.5
15,20,3306,2.0
20,20,2089,1.0
29,25,2309,2.5
36,195,2566,4.5
20,20,2662,1.0
74,100,2322,4.0
6,20,3202,1.5
24,170,2617,1.5
55,20,2634,6.0
19,0,2671,1.0
14,0,2705,0.6166666666666667
108,150,2175,7.5
13,0,3058,1.0
22,50,2917,3.0
9,50,1942,2.0
10,0,2004,0.6833333333333333
7,60,3522,1.0
42,20,3396,2.0
17,20,2295,1.0
13,30,2404,2.0
38,20,2152,4.0
12,20,2337,1.0
83,20,2406,7.5
138,100,2120,10.0
11,20,3149,1.0
14,25,2757,1.5
48,20,2595,9.0
14,20,2526,1.0
45,195,2182,6.5
37,40,2267,5.0
21,200,2185,1.5
45,40,2326,2.0
74,90,2085,7.5
32,115,1999,3.0
36,50,2125,2.5
29,95,2522,1.5
13,0,3665,0.7333333333333333
43,80,1985,3.0
40,185,2995,6.5
10,0,3310,1.0
8,25,2186,0.65
8,20,2596,0.6
24,0,3473,8.0
8,60,1938,1.0
45,95,2635,4.5
15,200,2490,2.5
72,20,2753,2.0
23,145,2688,6.0
20,200,2196,2.0
33,0,1976,2.0
21,20,3090,1.0
15,40,2827,1.0
17,20,3434,2.5
48,40,2536,5.5
35,45,2755,2.5
215,200,3618,7.0
7,20,1935,2.5
29,0,1948,1.0
10,20,3770,1.5
40,50,2343,7.5
12,30,2711,1.5
32,50,2145,3.0
42,20,2791,1.5
66,200,2683,5.0
41,125,2396,4.0
126,200,2263,18.5
26,40,2249,2.0
17,195,2461,1.0
62,20,2286,12.0
18,200,2460,1.5
454,200,3197,60.0
16,40,2329,1.5
34,25,2120,2.5
26,195,2536,3.5
18,50,2321,1.5
25,100,2399,2.5
29,50,2159,1.5
12,20,2398,1.0
26,50,3079,3.0
28,200,1960,1.5
22,85,3292,6.0
89,150,2103,8.5
8,30,2244,0.5666666666666667
22,20,3050,2.0
30,95,2201,2.0
45,0,2831,7.5
21,20,1954,1.0
35,50,2478,7.0
39,125,2028,2.5
99,150,2358,6.5
13,20,2278,0.6166666666666667
29,200,2051,2.5
42,100,2537,3.0
59,95,2686,2.0
37,20,2377,3.5
11,60,2223,1.5
17,20,2587,1.5
23,200,3644,4.0
39,95,2658,2.5
30,65,2285,3.0
29,30,2033,3.5
33,70,2547,1.0
22,30,2576,2.0
23,25,2330,2.0
160,190,2036,10.5
30,195,2699,4.0
14,50,2739,2.0
82,60,2307,12.5
14,40,2034,1.0
74,195,2435,7.0
18,20,2231,1.0
16,20,2317,1.5
74,50,2126,7.5
8,20,2855,1.5
44,50,3194,3.0
27,20,2663,5.0
17,200,2414,1.0
23,0,2315,1.5
21,50,2309,1.5
83,195,2106,20.0
10,20,2953,1.0
18,20,2697,1.5
45,25,2589,5.0
26,75,2679,1.5
7,0,1984,1.0
16,20,3289,2.0
39,200,2365,4.0
41,0,2468,8.5
15,20,2001,3.5
34,35,2583,1.5
38,55,1998,1.0
9,50,2845,2.0
42,75,2850,3.5
40,20,3668,1.5
16,25,3807,3.5
30,25,2189,4.0
9,20,3559,1.5
49,20,2466,2.5
9,0,3407,2.0
22,0,2559,1.0
23,20,2001,4.5
18,35,1942,1.0
66,45,2650,3.5
37,35,3783,2.5
35,45,2713,4.0
37,50,3089,2.5
24,30,1963,4.5
332,180,2727,29.0
14,20,2055,1.0
19,55,2598,1.0
35,40,2554,4.0
207,35,2993,20.5
69,115,2603,7.0
47,85,1984,5.0
26,0,2253,1.5
25,40,3854,10.0
26,50,2666,3.0
25,0,2693,2.0
74,20,2110,3.0
